ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address  (Unit #),Registered Address  (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
,,2025-11-09,C E TECHNOLOGY (FAR EAST) PTE LTD,C E TECHNOLOGY (FAR EAST) PTE LTD,,,,,,11-07-1996,199605065W,46541,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6563910339'],,,,,,,,,,,,,,,,,,
,,2025-11-09,MKM SERVICES PTE. LTD.,MKM SERVICES PTE. LTD.,,,,,,18-11-2014,201434427W,46100,,,,,https://mkm.com.sg,,['https://www.facebook.com/mkmcarleasing/'],,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6567476880'],['enquiries@mkmcarleasing.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,TRIBROS MARINE EQUIPMENT PTE. LTD.,TRIBROS MARINE EQUIPMENT PTE. LTD.,,,,,,15-12-2022,202244698D,46661,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,MY-CARDIA (SG) PTE. LTD.,MY-CARDIA (SG) PTE. LTD.,,,,,,28-11-2018,201840243W,46592,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,ORIENT NICKEL PTE. LTD.,ORIENT NICKEL PTE. LTD.,,,,,,15-08-2019,201926647E,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,STM CONSTRUCTION EQUIPMENT PTE. LTD.,STM CONSTRUCTION EQUIPMENT PTE. LTD.,,,,,,02-11-2010,201023365D,46542,,,,,https://stm-ce.com,,['https://www.facebook.com/stm.construction.equipment'],,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6583183139'],['info@stm-ce.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,PURITECH GLOBAL PTE. LTD.,PURITECH GLOBAL PTE. LTD.,,,,,,04-04-2008,200806608Z,46549,,,,,http://www.puritec-group.com/,,,,['https://sg.linkedin.com/in/pei-chern-lee-15b201163'],,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6565091848'],['sales@puritec-group.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,AUSMAX PTE. LTD.,AUSMAX PTE. LTD.,,,,,,13-10-2022,202236497W,46411,,,,,https://airconuncle.com.sg,,"['https://www.facebook.com/airconunclesg/', 'https://www.facebook.com/airconconnects/']",,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6598522583'],['contactus@airconuncle.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,SANAAYA VENTURES PTE. LTD.,SANAAYA VENTURES PTE. LTD.,,,,,,07-04-2016,201609141H,46620,,,,,https://sanaayaventures.com,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,['cd@sanaayaventures.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,L.SQUARE GROUP PTE. LTD.,L.SQUARE GROUP PTE. LTD.,,,,,,08-08-2007,200714583N,46100,,,,,https://lsquaredigital.com/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,OCEAN ELECTRICAL PTE. LTD.,OCEAN ELECTRICAL PTE. LTD.,,,,,,17-10-2003,200310504D,46551,,,,,https://timesdirectories.com,,['https://www.facebook.com/timesdirectories'],,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6563162230'],,,,,,,,,,,,,,,,,,
,,2025-11-09,ESTALCA PTE. LTD.,ESTALCA PTE. LTD.,,,,,,10-11-2022,202240022R,46592,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,SPARKNZ,SPARKNZ,,,,,,02-11-2018,53389526W,46100,,,,,,,['https://www.facebook.com/spark4nz/'],['https://www.instagram.com/sparknz/'],,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,FOXCONN TECHNOLOGY PTE. LTD.,FOXCONN TECHNOLOGY PTE. LTD.,,,,,,18-04-2005,200505164M,46522,,,,,https://foxconn.com,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6567488876'],,,,,,,,,,,,,,,,,,
,,2025-11-09,MJP APAC PTE. LTD.,MJP APAC PTE. LTD.,,,,,,29-04-2024,202416991R,46551,,,,,https://marinejetpower.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,H&C GREENTECH SINGAPORE PTE. LTD.,H&C GREENTECH SINGAPORE PTE. LTD.,,,,,,03-05-2024,202417553E,46549,,,,,https://gte.sg/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,EASTAL GROUP PTE. LTD.,EASTAL GROUP PTE. LTD.,,,,,,28-10-2024,202444335W,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,SG WEBE PTE. LTD.,SG WEBE PTE. LTD.,,,,,,22-04-2025,202517354K,46633,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,WEXLOX PTE. LTD.,WEXLOX PTE. LTD.,,,,,,05-09-2025,202539773M,46413,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,AUTOPOT SINGAPORE PTE. LTD.,AUTOPOT SINGAPORE PTE. LTD.,,,,,,05-10-2020,202031217W,46530,,,,,https://gardensmartshop.com.au,,"['https://www.facebook.com/autopot.au', 'https://www.facebook.com/autopotcentresg/']",['https://www.instagram.com/autopot_systems/'],,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6596336348'],['Autopotcentresg@gmail.com'],,,,,,,,,,,,,,,,,
,,2025-11-09,DEVELOP TRADING CO. PTE. LTD.,DEVELOP TRADING CO. PTE. LTD.,,,,,,27-02-2013,201305218E,46221,,,,,,,,,,,LOCAL COMPANY,Others,,Agricultural Raw Materials & Live Animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,YANJAN INTERNATIONAL TRADING PTE. LTD.,YANJAN INTERNATIONAL TRADING PTE. LTD.,,,,,,06-03-2020,202007776Z,46411,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,ESBEE CO PTE LTD,ESBEE CO PTE LTD,,,,,,26-08-1980,198003057G,46435,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6562262006'],,,,,,,,,,,,,,,,,,
,,2025-11-09,PROGRESO NETWORKS & SECURITY PTE. LTD.,PROGRESO NETWORKS & SECURITY PTE. LTD.,,,,,,04-10-2004,200412700E,46514,,,,,https://progreso.com.sg,,['https://www.facebook.com/progreson'],,['https://sg.linkedin.com/company/progreso-security'],,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6565099600'],['sales@progreso.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,PRITHVI PTE. LTD.,PRITHVI PTE. LTD.,,,,,,30-01-2013,201303026N,46412,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,IDMS INDUSTRIES PTE. LTD.,IDMS INDUSTRIES PTE. LTD.,,,,,,09-11-2017,201732296E,46592,,,,,https://www.mycareersfuture.gov.sg/job/sales/medical-sales-representative-idms-industries-76885a43e3cef469e443cb8afd3c0f20,,,,['https://sg.linkedin.com/company/idmsindustries'],,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6563070424'],,,,,,,,,,,,,,,,,,
,,2025-11-09,YUNTOP PED TECHNOLOGY PTE. LTD.,YUNTOP PED TECHNOLOGY PTE. LTD.,,,,,,06-03-2024,202408877R,46491,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,GAFOOR TRADING COMPANY,GAFOOR TRADING COMPANY,,,,,,31-05-1979,25312900A,46424,,,,,,,,,['https://sg.linkedin.com/company/gafoor-trading-company'],,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,ADDUP SOLUTIONS PTE. LTD.,ADDUP SOLUTIONS PTE. LTD.,,,,,,22-02-2018,201806341R,46541,,,,,https://beam-machines.com,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6569099345'],,,,,,,,,,,,,,,,,,
,,2025-11-09,TOTAL MARINE EQUIPMENTS PTE. LTD.,TOTAL MARINE EQUIPMENTS PTE. LTD.,,,,,,04-04-2012,201208419K,46551,,,,,https://totalmarine.com.sg,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6562623000'],['sales@totalmarine.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,RASAGO,RASAGO,,,,,,07-07-2025,53506625B,46303,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,NUTRILAND PTE. LTD.,NUTRILAND PTE. LTD.,,,,,,09-05-2023,202317887G,46642,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,SAPON PTE. LTD.,SAPON PTE. LTD.,,,,,,27-02-2012,201204768C,46432,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,UNIMETAL RESOURCES PTE. LTD.,UNIMETAL RESOURCES PTE. LTD.,,,,,,01-06-2009,200909666G,46632,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6562506506'],,,,,,,,,,,,,,,,,,
,,2025-11-09,QASON GLOBAL PTE. LTD.,QASON GLOBAL PTE. LTD.,,,,,,17-03-2008,200805197N,46461,,,,,https://www.lamsoon.com/,,,,,,LOCAL COMPANY,Others,,Pharmacies & Health Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,COTTAGE INDUSTRY PROMOTIONS,COTTAGE INDUSTRY PROMOTIONS,,,,,,26-08-1998,52874724W,46452,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,RICHSEA ENTERPRISE PTE. LTD.,RICHSEA ENTERPRISE PTE. LTD.,,,,,,21-12-2020,202041096W,46100,,,,,https://airconuncle.com.sg,,"['https://www.facebook.com/airconunclesg/', 'https://www.facebook.com/airconconnects/']",,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6598522583'],['contactus@airconuncle.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,ULTRA GREAT PTE. LTD.,ULTRA GREAT PTE. LTD.,,,,,,15-01-2025,202502139K,46643,,,,,https://ultrasupplies.com.sg/,,['https://www.facebook.com/ultrasuppliessg'],['https://www.instagram.com/ultrasupplies/'],,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6563333335'],,,,,,,,,,,,,,,,,,
,,2025-11-09,SWEE HUAT TAN KEE TRADING,SWEE HUAT TAN KEE TRADING,,,,,,13-10-2003,53005718B,46301,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6588537339'],,,,,,,,,,,,,,,,,,
,,2025-11-09,PERPETUAL SOURCE PRIVATE LIMITED,PERPETUAL SOURCE PRIVATE LIMITED,,,,,,07-01-2025,202500762G,46439,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,CC AVIATION SOLUTIONS PTE. LTD.,CC AVIATION SOLUTIONS PTE. LTD.,,,,,,09-12-2022,202243964H,46552,,,,,https://airconuncle.com.sg,,"['https://www.facebook.com/airconunclesg/', 'https://www.facebook.com/airconconnects/']",,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6598522583'],['contactus@airconuncle.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,RSZB INTERNATIONAL DEVELOPMENT PTE. LTD.,RSZB INTERNATIONAL DEVELOPMENT PTE. LTD.,,,,,,23-09-2019,201931761R,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,A&K MARINE SUPPLIES PTE. LTD.,A&K MARINE SUPPLIES PTE. LTD.,,,,,,06-04-2021,202112075G,46434,,,,,https://airconuncle.com.sg,,"['https://www.facebook.com/airconunclesg/', 'https://www.facebook.com/airconconnects/']",,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6598522583'],['contactus@airconuncle.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-09,KAPI KAPI BY LUVI PTE. LTD.,KAPI KAPI BY LUVI PTE. LTD.,,,,,,21-08-2025,202537030N,46412,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,J ELITE FOOD,J ELITE FOOD,,,,,,19-02-2022,53446695L,46593,,,,,https://www.elitefood.sg/,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-09,LAKESIDE FISHERY TRADING,LAKESIDE FISHERY TRADING,,,,,,05-01-1985,33914900X,46302,,,,,,,['https://www.facebook.com/lakeside.fisherytrading/'],,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6567937781'],,,,,,,,,,,,,,,,,,
